SampleId;species;individualsPerMl
GroteVijverMechelen_16jul08;Dictyosphaerium_pulchellum;3,749584411
Blokkersdijk_27jun08;Cryptomonas_phaseolus;3,692021124
Blokkersdijk_16jul08;Anabaena_oscillarioides;3,692021124
KanaalplasDeMaat_21aug13;Cosmarium_phaseolum;3,62716003
KanaalplasDeMaat_17sep13;Dictyosphaerium_pulchellum;3,62716003
KanaalplasDeMaat_17sep13;Pseudanabaena_sp;3,62716003
RauwseMeer_21aug13;Radiocystis_geminata_colonies;3,62716003
KanaalplasDeMaat_21aug13;Gymnodinium_sp;3,62716003
RauwseMeer_21aug13;Gymnodinium_sp;3,62716003
RauwseMeer_17sep13;Trachelomonas_volvocinopsis;3,62716003
Hazewinkel_23apr14;Closterium_acutum_variabile;3,582829714
Hazewinkel_23apr14;Planktosphaeria_gelatinosa;3,582829714
Hazewinkel_23sep14;Pleurotaenium;3,582829714
Hazewinkel_23sep14;Planktomyces_condensatus;3,582829714
GaversHarelbeke_27apr11;Cryptomonas__rostratiformis;3,57207328
Blokkersdijk_9apr08;coccaal_sp;3,535322445
GroteVijverMechelen_7may08;flagellaat_3to5_µm_1;3,524201982
Schulensmeer_14jul08;Pandorina_morum;3,446888494
RauwseMeer_21may13;Quadrigula_lacustris;3,419893743
RauwseMeer_21may13;Sphaerocystis_schroeteri_colonies;3,419893743
KanaalplasDeMaat_21may13;Kephyrion_ovale;3,419893743
KanaalplasDeMaat_21may13;Pseudopinella_tricostata;3,419893743
RauwseMeer_17jul13;Fragilaria_sp;3,415333884
GroteVijverMechelen_9apr08;Desmodesmus_opoliensis;3,390631644
GroteVijverMechelen_9apr08;Dictyosphaerium_pulchellum;3,390631644
Blokkersdijk_25aug08;Amphora_sp;3,383233903
Blokkersdijk_25aug08;Desmodesmus_aculeolatus;3,383233903
Hazewinkel_26aug14;Phacotus_lendneri;3,327337711
Hazewinkel_26aug14;Quadrigula_chodati;3,327337711
Blokkersdijk_7may08;Nitzschia_sp;3,322819012
Schulensmeer_24oct08;Ankistrodesmus_fusiformis;3,322819012
Schulensmeer_24oct08;Chlorogonium_minimum;3,322819012
Schulensmeer_24oct08;Monoraphidium_contortum;3,322819012
Schulensmeer_24oct08;Quadrigula_chodati;3,322819012
Schulensmeer_24oct08;Mallomonas_tonsurata;3,322819012
Vinne_25apr08;Meridion_circulare;3,164589535
Vinne_25apr08;Monoraphidium_contortum;3,164589535
Vinne_25apr08;Bicosoeca_lacustris;3,164589535
Vinne_25apr08;Euglena_sp2;3,164589535
Vinne_25apr08;Phacus_caudatus;3,164589535
Vinne_25apr08;Trachelomonas_rugulosa;3,164589535
Schulensmeer_27aug08;Cyclotella_meneghiniana;3,095165179
Schulensmeer_27aug08;Staurastrum_chaetoceras;3,095165179
Hazewinkel_29jul14;Keratococcus_sp;3,012046838
Hazewinkel_29jul14;Desmorella_brachycalyx;3,012046838
Hazewinkel_29jul14;Kephyrion_littorale;3,012046838
Hazewinkel_29jul14;Pseudanabaena_limnetica;3,012046838
Schulensmeer_19jun08;Anabaena_planctonica;3
GroteVijverMechelen_25aug08;Anabaena_planctonica;3
Hazewinkel_23sep14;Anabaena_circinalis;3
Hazewinkel_7oct14;Planktothrix_rubescens;3
Hazewinkel_17jun14;Monoraphidium_cf_pseudobraunii;2,985691429
Hazewinkel_17jun14;Chrysococcus_rufescens;2,985691429
Hazewinkel_17jun14;Trachelomonas_volvocinopsis;2,985691429
KanaalplasDeMaat_17jul13;Fragillaria_crotonensis_cells;2,976784082
Hazewinkel_29jul14;Ceratium_hirudinella;2,943542575
KanaalplasDeMaat_21aug13;Cosmarium_subschreinschii;2,901728024
RauwseMeer_19jun13;Elakotothrix_geneviensis;2,901728024
KanaalplasDeMaat_17sep13;Oocystis_borgei;2,901728024
KanaalplasDeMaat_21aug13;Tetraedron_minimum;2,901728024
KanaalplasDeMaat_17sep13;Tetraedron_minimum;2,901728024
RauwseMeer_17sep13;coccaal_sp_groot;2,901728024
Vinne_27aug08;Sphaerocystis_schroeteri_colonies;2,901717355
Vinne_27aug08;Mallomonas_sp;2,901717355
Vinne_27aug08;Spirulina_sp;2,901717355
Vinne_27aug08;Ceratium_hirudinella;2,901717355
Vinne_14jul08;Strombomonas_verrucosa;2,901717355
KanaalplasDeMaat_16apr13;Quadrigula_lacustris;2,815014577
GroteVijverMechelen_16jul08;Diatoma_tenuis_colonies;2,812188308
GroteVijverMechelen_16jul08;Desmodesmus_quadricauda;2,812188308
GroteVijverMechelen_16jul08;Desmodesmus_opoliensis;2,812188308
GroteVijverMechelen_16jul08;Oocystis_borgei;2,812188308
GroteVijverMechelen_16jul08;Willea_wilhelmii;2,812188308
GroteVijverMechelen_16jul08;Ceratium_hirudinella;2,812188308
Blokkersdijk_16jul08;Fragilaria_ulna_ulna;2,769015843
Blokkersdijk_16jul08;Cosmarium_formosulum;2,769015843
Blokkersdijk_16jul08;Desmodesmus_serratus;2,769015843
Blokkersdijk_16jul08;Rhodomonas_lacustris;2,769015843
KanaalplasDeMaat_17jul13;Stephanodiscus_hantzschii;2,739714876
KanaalplasDeMaat_17jul13;Micractinium_pusillum;2,739714876
GroteVijverMechelen_19sep08;Asterionella_formosa_colonies;2,708269531
RauwseMeer_17jul13;Fragillaria_crotonensis_cells;2,696917808
Schulensmeer_22sep08;Scenedesmus_denticulatus;2,633039822
Schulensmeer_22sep08;Lemmermaniella_flexa;2,633039822
Schulensmeer_22sep08;Euglena_sp;2,633039822
Schulensmeer_22sep08;Phacus_sp;2,633039822
KanaalplasDeMaat_17sep13;Fragillaria_crotonensis_cells;2,618181818
RauwseMeer_17jul13;Scenedesmus_linearis;2,561500413
RauwseMeer_17jul13;Radiocystis_geminata_colonies;2,561500413
Blokkersdijk_25aug08;Rhodomonas_lacustris;2,537425427
Blokkersdijk_25aug08;Mersimopedia_sp;2,537425427
Blokkersdijk_25aug08;Euglena_clara;2,537425427
Blokkersdijk_9apr08;Rhodomonas_lacustris;2,525230318
GroteVijverMechelen_25aug08;Peridinium_sp;2,514821708
RauwseMeer_24oct13;Carteria_sp;2,507922078
Hazewinkel_20may14;Ankyra_judayi;2,495503284
Hazewinkel_26aug14;Closterium_aciculare;2,495503284
Hazewinkel_20may14;Cosmarium_phaseolum;2,495503284
Hazewinkel_26aug14;Cosmarium_phaseolum;2,495503284
Hazewinkel_26aug14;Quadrigula_lacustris;2,495503284
Hazewinkel_26aug14;Sphaerocystis_schroeteri_cells;2,495503284
Hazewinkel_20may14;Ochromonas_sp;2,495503284
Hazewinkel_26aug14;Mallomonas_sp;2,495503284
Hazewinkel_20may14;Chroococcus_limneticus;2,495503284
Hazewinkel_20may14;Trachelomonas_intermedia;2,495503284
Hazewinkel_7oct14;flagellaat_5to10_µm;2,495503284
Hazewinkel_29jul14;Staurastrum_planctonicum;2,408353016
Hazewinkel_29jul14;Gymnodinium_sp;2,408353016
Hazewinkel_23apr14;Aulacoseira_ambigua_colonies;2,388553143
Hazewinkel_23sep14;unidentified_flagellate;2,388553143
Hazewinkel_23sep14;Aphanocapsa;2,388553143
Hazewinkel_23sep14;Snowella_lacustris;2,388553143
Hazewinkel_23apr14;flagellaat_larger20_µm;2,388553143
GaversHarelbeke_27apr11;Quadrigula_chodati;2,381382186
GaversHarelbeke_27apr11;Scenedesmus_tibiscensis;2,381382186
GaversHarelbeke_27apr11;Cryptomonas_anas;2,381382186
GroteVijverMechelen_7may08;Sphaerocystis_schroeteri_colonies;2,349467988
GroteVijverMechelen_7may08;coccaal_sp;2,349467988
GroteVijverMechelen_7may08;Trachelomonas_sp;2,349467988
Hazewinkel_23sep14;Pandorina_morum;2,329136398
RauwseMeer_24oct13;Fragillaria_crotonensis_colonies;2,328784787
GroteVijverMechelen_19sep08;Fragilaria_ulna_ulna;2,325973308
GroteVijverMechelen_19sep08;Surirella_sp;2,325973308
GroteVijverMechelen_19sep08;Ankyra_judayi;2,325973308
GroteVijverMechelen_19sep08;Oocystis_marssonii;2,325973308
GroteVijverMechelen_19sep08;Staurastrum_cingulum_obesium;2,325973308
GroteVijverMechelen_19sep08;Katablepharis_ovalis;2,325973308
GroteVijverMechelen_19sep08;Merismopedia_cf_warmingiana;2,325973308
GroteVijverMechelen_19sep08;Woronichinia_obtusa;2,325973308
GroteVijverMechelen_19sep08;Gymnodinium_sp;2,325973308
GroteVijverMechelen_19sep08;Trachelomonas_volvocina;2,325973308
Schulensmeer_27aug08;Phacus_tortus;2,321373884
RauwseMeer_17sep13;Ceratium_hirudinella;2,290909091
RauwseMeer_21may13;Asterionella_formosa_colonies;2,279929162
KanaalplasDeMaat_21may13;Aulacoseira_cf_italica_narrow_cells;2,279929162
RauwseMeer_21may13;Fragilaria_ulna_angustissima;2,279929162
RauwseMeer_21may13;Carteria_sp;2,279929162
KanaalplasDeMaat_21may13;Katablepharis_ovalis;2,279929162
KanaalplasDeMaat_21may13;Pseudanabaena_limnetica;2,279929162
Blokkersdijk_9apr08;Nitzschia_linearis;2,272707286
RauwseMeer_17apr13;Closterium_acutum_variabile;2,252011662
Blokkersdijk_27jun08;pennaat_sp_1;2,215212674
Blokkersdijk_7may08;coccaal_sp;2,215212674
Blokkersdijk_27jun08;coccaal_sp;2,215212674
Blokkersdijk_7may08;Planktolyngbia;2,215212674
KanaalplasDeMaat_17jul13;Desmodesmus_quadricauda;2,191771901
KanaalplasDeMaat_17jul13;Elakotothrix_geneviensis;2,191771901
RauwseMeer_17sep13;pennaat_sp_1;2,176296018
KanaalplasDeMaat_17sep13;Desmodesmus_aculeolatus;2,176296018
RauwseMeer_19jun13;Nephrocytium_limneticum;2,176296018
KanaalplasDeMaat_17sep13;Scenedesmus_aculeolatus;2,176296018
KanaalplasDeMaat_21aug13;coccaal_sp_groot;2,176296018
RauwseMeer_21aug13;Dinobryon_suecicum_longispina;2,176296018
RauwseMeer_21aug13;Salpingoeca_sp;2,176296018
RauwseMeer_17sep13;Cryptomonas_marssonii;2,176296018
RauwseMeer_21aug13;Rhodomonas_lacustris;2,176296018
KanaalplasDeMaat_17sep13;Anabaena_subcylindrica;2,176296018
KanaalplasDeMaat_21aug13;Gymnodinium_sp2;2,176296018
RauwseMeer_19jun13;Gymnodinium_simplex;2,176296018
RauwseMeer_17sep13;Trachelomonas_rugulosa;2,176296018
Vinne_22sep08;Fragilaria_sp;2,154305309
Vinne_22sep08;Surirella_sp;2,154305309
Vinne_22sep08;Ceratium_hirudinella;2,154305309
Vinne_22sep08;Phacus_pyrum;2,154305309
Hazewinkel_29jul14;Asterionella_formosa_cells;2,140758236
Schulensmeer_22sep08;Microcystis_aeruginosa;2,12
Blokkersdijk_9apr08;Gyrosigma_acuminatum;2,020184254
Blokkersdijk_9apr08;coccaal_sp_groot;2,020184254
Hazewinkel_17jun14;Scenedesmus_elepticus_small;2,015925272
GroteVijverMechelen_16jul08;Anabaena_planctonica;2
GroteVijverMechelen_7may08;Anabaena_circinalis;2
Hazewinkel_29jul14;Anabaena_circinalis;2
Schulensmeer_27aug08;Anabaena_spiroides;2
GroteVijverMechelen_25aug08;Microcystis_flos_aquae;2
Schulensmeer_14jul08;Microcystis_wesenberghii;2
Schulensmeer_27aug08;Microcystis_wesenberghii;2
Schulensmeer_27aug08;Woronichinia_naegliana;2
Hazewinkel_23apr14;Diatoma_tenuis_cells;1,996402627
RauwseMeer_24oct13;centricaat_sp1;1,970510204
GroteVijverMechelen_19sep08;Diatoma_tenuis_cells;1,934478237
Vinne_14jul08;Fragilaria_ulna_ulna;1,934478237
Vinne_25apr08;Synedra_capitata;1,934478237
Vinne_19jun08;Actinastrum_hantzschii;1,934478237
Vinne_27aug08;Actinastrum_hantzschii;1,934478237
Vinne_14jul08;Closterium_limneticum_fallax;1,934478237
Vinne_27aug08;Eudorina_elegans;1,934478237
Vinne_14jul08;Tetraedriella_spinigera;1,934478237
Vinne_25apr08;Syncrypta_eleochrus_kolonies;1,934478237
Vinne_27aug08;Euglena_sp_3;1,934478237
Vinne_29may08;Euglena_proxima;1,934478237
Vinne_19jun08;Phacus_curvicauda;1,934478237
Vinne_27aug08;Phacus_curvicauda;1,934478237
Vinne_19jun08;Phacus_pyrum;1,934478237
KanaalplasDeMaat_21may13;Sphaerocystis_schroeteri_cells;1,92
Schulensmeer_19jun08;Nitzschia_sp;1,895788672
Schulensmeer_19jun08;Selenastrum_gracile;1,895788672
Schulensmeer_19jun08;Anabaena_oscillarioides;1,895788672
Schulensmeer_19jun08;Geitlerinema_sp;1,895788672
Schulensmeer_19jun08;Euglena_sp;1,895788672
Schulensmeer_19jun08;Euglena_oxyuris;1,895788672
Blokkersdijk_29sep08;Gomphonema_sp;1,893922738
Blokkersdijk_29sep08;Monoraphidium_minutum;1,893922738
Blokkersdijk_29sep08;Chroomonas_acuta;1,893922738
KanaalplasDeMaat_16apr13;Desmodesmus_spinosus;1,876676385
GroteVijverMechelen_16jul08;Asterionella_formosa_colonies;1,874792206
GroteVijverMechelen_16jul08;Pediastrum_duplex_gracillimum;1,874792206
Hazewinkel_29jul14;Closterium_aciculare;1,873163457
RauwseMeer_21aug13;Ceratium_hirudinella;1,854545455
Blokkersdijk_16jul08;Amphora_sp;1,846010562
Blokkersdijk_16jul08;Scenedesmus_obliquus;1,846010562
Blokkersdijk_16jul08;Chrysococcus_minutus;1,846010562
Blokkersdijk_16jul08;Gymnodinium_sp;1,846010562
Blokkersdijk_16jul08;Euglena_clara;1,846010562
Blokkersdijk_16jul08;Trachelomonas_volvocina;1,846010562
Hazewinkel_23sep14;Asterionella_formosa_cells;1,830035741
Hazewinkel_23apr14;Ceratium_hirudinella;1,830035741
KanaalplasDeMaat_17sep13;Staurastrum_planctonicum;1,813580015
KanaalplasDeMaat_24oct13;Dinobryon_divergens;1,791372913
GaversHarelbeke_27apr11;coccaal_sp_groot;1,78603664
Blokkersdijk_9apr08;Planktosphaeria_gelatinosa;1,767661222
Blokkersdijk_9apr08;Cryptomonas_erosa;1,767661222
Schulensmeer_14jul08;Staurastrum_pingue;1,723444247
Schulensmeer_14jul08;Euglena_sp2;1,723444247
RauwseMeer_17jul13;Nitzschia_acicularis;1,707666942
RauwseMeer_17jul13;Cosmarium_phaseolum;1,707666942
RauwseMeer_17jul13;Pandorina_morum;1,707666942
RauwseMeer_17jul13;Peridinium_umbonatum;1,707666942
Blokkersdijk_25aug08;Nitzschia_hungarica;1,691616951
Blokkersdijk_25aug08;Scenedesmus_obliquus;1,691616951
Blokkersdijk_25aug08;Pseudanabaena_limnetica;1,691616951
Blokkersdijk_25aug08;Euglena_sp2;1,691616951
KanaalplasDeMaat_16apr13;Gymnodinium_helveticum;1,666666667
Hazewinkel_20may14;Aulacoseira_ambigua_cells;1,663668856
Hazewinkel_26aug14;Diatoma_tenuis_cells;1,663668856
Hazewinkel_20may14;Fragilaria_sp;1,663668856
Hazewinkel_20may14;Carteria_sp;1,663668856
Hazewinkel_26aug14;Cosmarium_formosulum;1,663668856
Hazewinkel_26aug14;Lagerheimia_ciliata;1,663668856
Hazewinkel_20may14;Planktosphaeria_gelatinosa;1,663668856
Hazewinkel_26aug14;Scenedesmus_elepticus_big;1,663668856
Hazewinkel_26aug14;Staurastrum_pingue;1,663668856
Hazewinkel_20may14;Cryptomonas_marssonii;1,663668856
Hazewinkel_20may14;Cryptomonas_ovata;1,663668856
Hazewinkel_26aug14;Peridinium_willei;1,663668856
Hazewinkel_20may14;Trachelomonas_volvocinopsis;1,663668856
KanaalplasDeMaat_17jul13;pennaat_sp_1;1,643828926
KanaalplasDeMaat_17jul13;Desmodesmus_spinosus;1,643828926
KanaalplasDeMaat_17jul13;Cyclonexis_annulus;1,643828926
KanaalplasDeMaat_17jul13;Peridiniopsis_sp;1,643828926
RauwseMeer_21aug13;Fragillaria_crotonensis_cells;1,612235622
RauwseMeer_24oct13;Ankyra_judayi;1,612235622
Schulensmeer_27aug08;Euglena_sp;1,547582589
KanaalplasDeMaat_16apr13;Fragillaria_crotonensis_colonies;1,533333333
Blokkersdijk_9apr08;Nitzschia_sp;1,515138191
Hazewinkel_29jul14;Aulacoseira_ambigua_colonies;1,506023419
Hazewinkel_29jul14;Cyclotella_sp_klein;1,506023419
Hazewinkel_29jul14;Chlamydomonas_sp;1,506023419
Hazewinkel_29jul14;Desmodesmus_opoliensis;1,506023419
Hazewinkel_29jul14;Oocystis_borgei;1,506023419
Hazewinkel_29jul14;Pandorina_morum;1,506023419
Hazewinkel_29jul14;Quadrigula_pfitzerii;1,506023419
Hazewinkel_29jul14;Chrysococcus_cordiforme;1,506023419
Hazewinkel_29jul14;Chrysococcus_rufescens;1,506023419
Hazewinkel_29jul14;Woloszynskia_pseudopalustris;1,506023419
GroteVijverMechelen_27jun08;Scenedesmus_linearis;1,504594184
Hazewinkel_17jun14;Cosmarium_phaseolum;1,492845714
Hazewinkel_17jun14;Desmodesmus_pleiomorphus;1,492845714
Hazewinkel_17jun14;Pediastrum_duplex;1,492845714
Hazewinkel_17jun14;Sphaerocystis_fluviatilis;1,492845714
Hazewinkel_17jun14;Mallomonas_sp;1,492845714
Hazewinkel_17jun14;Cryptomonas_reflexa;1,492845714
Hazewinkel_17jun14;Trachelomonas_globularis;1,492845714
Hazewinkel_17jun14;Trachelomonas_volvocina;1,492845714
Hazewinkel_17jun14;Trachelomonas_sp;1,492845714
Blokkersdijk_27jun08;Chlorella_sp;1,47680845
Blokkersdijk_27jun08;Cosmarium_biretum_var_biretum;1,47680845
Blokkersdijk_27jun08;Cosmarium_crenulatum;1,47680845
Blokkersdijk_27jun08;Scenedesmus_ecornis;1,47680845
Blokkersdijk_27jun08;Jaaginema_sp;1,47680845
Blokkersdijk_27jun08;Euglena_sp;1,47680845
Blokkersdijk_27jun08;Trachelomonas_varians;1,47680845
KanaalplasDeMaat_17sep13;Cyclotella_sp_klein;1,450864012
RauwseMeer_17sep13;Fragilaria_sp;1,450864012
RauwseMeer_21aug13;Navicula_sp_klein;1,450864012
RauwseMeer_19jun13;Stephanodiscus_hantzschii;1,450864012
RauwseMeer_19jun13;pennaat_sp_1;1,450864012
RauwseMeer_21aug13;pennaat_sp_1;1,450864012
RauwseMeer_21aug13;centricaat_sp1;1,450864012
RauwseMeer_17sep13;centricaat_sp1;1,450864012
RauwseMeer_19jun13;Ankyra_judayi;1,450864012
RauwseMeer_21aug13;Carteria_sp;1,450864012
RauwseMeer_17sep13;Oocystis_borgei;1,450864012
RauwseMeer_19jun13;Oocystis_marssonii;1,450864012
RauwseMeer_17sep13;Pandorina_morum;1,450864012
KanaalplasDeMaat_17sep13;Pediastrum_boryanum;1,450864012
RauwseMeer_17sep13;Bitrichia_chodatii;1,450864012
RauwseMeer_21aug13;Dinobryon_sociale;1,450864012
RauwseMeer_21aug13;Cryptomonas_marssonii;1,450864012
KanaalplasDeMaat_21aug13;Anabaena_sp;1,450864012
RauwseMeer_19jun13;Peridinium_umbonatum;1,450864012
Hazewinkel_20may14;Fragillaria_crotonensis_colonies;1,414684401
RauwseMeer_21may13;Closterium_acutum_variabile;1,36
GroteVijverMechelen_25aug08;Ceratium_hirudinella;1,354134766
Blokkersdijk_25aug08;Euglena_sp;1,354134766
Blokkersdijk_7may08;Spirogyra_sp;1,289652158
Hazewinkel_7oct14;Woronichinia_naegliana;1,28293688
Hazewinkel_17jun14;Peridinium_sp;1,273215961
Hazewinkel_7oct14;pennaat_sp_1;1,247751642
Hazewinkel_7oct14;Cryptomonas_ovata;1,247751642
Hazewinkel_7oct14;flagellaat_10to20_µm;1,247751642
RauwseMeer_19jun13;Fragillaria_crotonensis_colonies;1,24
GaversHarelbeke_27apr11;Fragillaria_crotonensis_cells;1,24
GaversHarelbeke_27apr11;Asterionella_formosa_colonies;1,2
Hazewinkel_23apr14;Stephanodiscus_hantzschii;1,194276571
Hazewinkel_23apr14;pennaat_sp_1;1,194276571
Hazewinkel_23apr14;Cosmarium_phaseolum;1,194276571
Hazewinkel_23sep14;Eudorina_elegans;1,194276571
Hazewinkel_23apr14;Nephrocytium_limneticum;1,194276571
Hazewinkel_23sep14;Oocystis_rhomboida;1,194276571
Hazewinkel_23apr14;Pandorina_morum;1,194276571
Hazewinkel_23sep14;Kephyrion_sp;1,194276571
Hazewinkel_23sep14;Mallomonas_sp;1,194276571
Hazewinkel_23apr14;Cryptomonas_marssonii;1,194276571
Hazewinkel_23apr14;Anabaena_sp;1,194276571
Hazewinkel_23apr14;Chroococcus_limneticus;1,194276571
Hazewinkel_23sep14;Gymnodinium_simplex;1,194276571
Hazewinkel_23apr14;Trachelomonas_intermedia;1,194276571
Hazewinkel_23sep14;unidentified_euglenophyte;1,194276571
GaversHarelbeke_27apr11;pennaat_sp_2;1,190691093
GaversHarelbeke_27apr11;Planktosphaeria_gelatinosa;1,190691093
GaversHarelbeke_27apr11;Cryptomonas__rostrata;1,190691093
GroteVijverMechelen_7may08;Stephanodiscus_hantzschii;1,174733994
GroteVijverMechelen_7may08;pennaat_sp_1;1,174733994
GroteVijverMechelen_7may08;Uroglena_sp;1,174733994
GroteVijverMechelen_7may08;Trachelomonas_varians;1,174733994
GroteVijverMechelen_7may08;coccaal_10to20_µm;1,174733994
Hazewinkel_23sep14;Microcystis_flos_aquae;1,166366886
Hazewinkel_23sep14;Trachelomonas_volvocinopsis;1,164568199
RauwseMeer_24oct13;Gymnodinium_helveticum;1,163636364
GroteVijverMechelen_25aug08;Aulacoseira_granulata_angustissima_col;1,160686942
GroteVijverMechelen_25aug08;Fragillaria_crotonensis_colonies;1,160686942
GroteVijverMechelen_19sep08;Nephrocytium_agardhianum;1,160686942
KanaalplasDeMaat_21may13;Stephanodiscus_hantzschii;1,139964581
RauwseMeer_21may13;Chlorogonium_minimum;1,139964581
RauwseMeer_21may13;Planktosphaeria_gelatinosa;1,139964581
KanaalplasDeMaat_21may13;Spermatozopsis_exsultans;1,139964581
RauwseMeer_21may13;Spermatozopsis_exsultans;1,139964581
KanaalplasDeMaat_21may13;Chrysococcus_biporus;1,139964581
KanaalplasDeMaat_21may13;Kephyrion_cupiliforme;1,139964581
RauwseMeer_21may13;Cryptomonas_marssonii;1,139964581
RauwseMeer_21may13;Pseudanabaena_limnetica;1,139964581
RauwseMeer_21may13;Gymnodinium_simplex;1,139964581
RauwseMeer_21may13;Trachelomonas_volvocinopsis;1,139964581
Hazewinkel_20may14;Staurastrum_planctonicum;1,131747521
RauwseMeer_21may13;Aulacoseira_cf_italica_tenuissima_colonies;1,12
KanaalplasDeMaat_24oct13;Coenochloris_pyrenoidosa_cells;1,12
Schulensmeer_22sep08;Microcystis_wesenberghii;1,12
GroteVijverMechelen_9apr08;Quadrigula_chodati;1,118575851
Blokkersdijk_7may08;Navicula_sp_klein;1,107606337
Blokkersdijk_7may08;Stephanodiscus_hantzschii;1,107606337
Blokkersdijk_7may08;Desmodesmus_sp;1,107606337
Blokkersdijk_7may08;Tetraedron_triangulare;1,107606337
Blokkersdijk_7may08;Tetraedron_minimum;1,107606337
Blokkersdijk_7may08;Cryptomonas_marssonii;1,107606337
Blokkersdijk_7may08;Anabaena_sp;1,107606337
Blokkersdijk_7may08;Euglena_sp;1,107606337
Blokkersdijk_7may08;Euglena_clara;1,107606337
Blokkersdijk_7may08;Trachelomonas_rugulosa;1,107606337
KanaalplasDeMaat_17jul13;Fragilaria_ulna_acus;1,09588595
RauwseMeer_24oct13;Asterionella_formosa_colonies;1,074823748
RauwseMeer_21aug13;Eutetramorus_fottii;1,074823748
RauwseMeer_24oct13;Trachelomonas_volvocinopsis;1,074823748
GroteVijverMechelen_7may08;Gymnodinium_helveticum;1,074710131
Hazewinkel_29jul14;Peridinium_willei;1,070379118
KanaalplasDeMaat_19jun13;Melosira_varians;1,036331437
KanaalplasDeMaat_19jun13;centricaat_sp3;1,036331437
KanaalplasDeMaat_19jun13;Nephrocytium_limneticum;1,036331437
KanaalplasDeMaat_19jun13;Pseudanabaena_limnetica;1,036331437
KanaalplasDeMaat_19jun13;Peridinium_willei;1,036331437
Blokkersdijk_9apr08;Desmodesmus_armatus;1,010092127
Hazewinkel_23apr14;Thalassiosira_sp;1
Hazewinkel_17jun14;Botryococcus_braunii;1
Hazewinkel_29jul14;Botryococcus_braunii;1
Hazewinkel_26aug14;Botryococcus_braunii;1
GroteVijverMechelen_19sep08;Anabaena_planctonica;1
GroteVijverMechelen_25aug08;Anabaena_circinalis;1
Schulensmeer_29may08;Anabaena_subcylindrica;1
Schulensmeer_29may08;Microcystis_flos_aquae;1
Schulensmeer_19jun08;Microcystis_flos_aquae;1
GroteVijverMechelen_25aug08;Microcystis_wesenberghii;1
Schulensmeer_19jun08;Planktothrix_agardhii;1
Schulensmeer_29may08;Woronichinia_naegliana;1
Hazewinkel_23sep14;Oocystis_borgei;0,998201313
Hazewinkel_23sep14;Trachelomonas_intermedia;0,998201313
KanaalplasDeMaat_17jul13;Asterionella_formosa_colonies;0,992261361
Hazewinkel_20may14;Peridinium_willei;0,990279081
RauwseMeer_24oct13;Cosmarium_phaseolum;0,981818182
Vinne_19jun08;Diatoma_tenuis_colonies;0,967239118
Vinne_14jul08;Eunotia_sp;0,967239118
Vinne_14jul08;Navicula_sp_groot;0,967239118
Vinne_27aug08;Navicula_sp_groot;0,967239118
Vinne_14jul08;pennaat_sp_2;0,967239118
Vinne_19jun08;pennaat_sp_3;0,967239118
Vinne_19jun08;pennaat_sp_4;0,967239118
Vinne_27aug08;Coelastrum_astroideum;0,967239118
Vinne_19jun08;Cosmarium_subgranatum_var_borgei;0,967239118
Vinne_14jul08;Goniochloris_tripus;0,967239118
Vinne_27aug08;Lagerheimia_wratislaviensis;0,967239118
Vinne_19jun08;Mougeotia_sp;0,967239118
GroteVijverMechelen_25aug08;Staurastrum_pingue;0,967239118
Vinne_14jul08;Stigeoclonium_helveticum;0,967239118
Vinne_27aug08;Pseudopolyedriopsis_skujae;0,967239118
Vinne_14jul08;Anabaena_sp;0,967239118
Vinne_19jun08;Peridinium_sp;0,967239118
Vinne_29may08;Euglena_sp2;0,967239118
Vinne_19jun08;Euglena_sp_3;0,967239118
Vinne_14jul08;Phacus_pyrum;0,967239118
Vinne_29may08;Strombomonas_verrucosa;0,967239118
Vinne_19jun08;Strombomonas_verrucosa;0,967239118
Vinne_19jun08;Trachelomonas_armatus;0,967239118
Vinne_27aug08;Trachelomonas_deflandrei;0,967239118
Vinne_14jul08;Trachelomonas_klebsii;0,967239118
Vinne_19jun08;Trachelomonas_planctonica;0,967239118
RauwseMeer_19jun13;Ceratium_hirudinella;0,96
Hazewinkel_17jun14;Asterionella_formosa_cells;0,954911971
Hazewinkel_17jun14;Fragillaria_crotonensis_colonies;0,954911971
Hazewinkel_17jun14;Pandorina_morum;0,954911971
KanaalplasDeMaat_16apr13;Diatoma_tenuis_colonies;0,938338192
KanaalplasDeMaat_16apr13;Diatoma_vulgaris;0,938338192
KanaalplasDeMaat_16apr13;Dinobryon_divergens;0,938338192
GroteVijverMechelen_16jul08;Fragilaria_ulna_ulna;0,937396103
GroteVijverMechelen_16jul08;Coelastrum_astroideum;0,937396103
GroteVijverMechelen_16jul08;Crucigenia_tetrapedia;0,937396103
GroteVijverMechelen_16jul08;Monoraphidium_komarkovae;0,937396103
GroteVijverMechelen_16jul08;Scenedesmus_linearis;0,937396103
GroteVijverMechelen_16jul08;Staurastrum_planctonicum;0,937396103
GroteVijverMechelen_16jul08;Jaaginema_sp;0,937396103
GroteVijverMechelen_16jul08;Microcystis_flos_aquae;0,937396103
GroteVijverMechelen_16jul08;Trachelomonas_volvocina;0,937396103
Blokkersdijk_16jul08;Cocconeis;0,923005281
Blokkersdijk_16jul08;Cymbella_turgidula;0,923005281
Blokkersdijk_16jul08;Gyrosigma_acuminatum;0,923005281
Blokkersdijk_16jul08;Nitzschia_hungarica;0,923005281
