occurenceID;type;event ID;scientificName;basisOfRecord;samplingProtocol;identifiedBy;species;phylum;oranismQuantityType;organismQuantity
Ugent:Ecopot2:0001;event;KanaalplasDeMaat_24oct13;Anabaena sp.;HumanObservation;watersample;J. Van Wichelen;Anabaena sp.;Cyanobacteria;Calculated Individuals per liter;0,002
Ugent:Ecopot2:0002;event;KanaalplasDeMaat_17sep13;Aphanocapsa sp. (a);HumanObservation;watersample;J. Van Wichelen;Aphanocapsa sp. (a);Cyanobacteria;Calculated Individuals per liter;0,002
Ugent:Ecopot2:0003;event;KanaalplasDeMaat_17sep13;Botryococcus sp.;HumanObservation;watersample;J. Van Wichelen;Botryococcus sp.;Chlorophyta;Calculated Individuals per liter;0,002
Ugent:Ecopot2:0004;event;KanaalplasDeMaat_17sep13;Pediastrum duplex;HumanObservation;watersample;J. Van Wichelen;Pediastrum duplex;Chlorophyta;Calculated Individuals per liter;0,004
Ugent:Ecopot2:0005;event;RauwseMeer_17sep13;Microcystis sp.;HumanObservation;watersample;J. Van Wichelen;Microcystis sp.;Cyanobacteria;Calculated Individuals per liter;0,008
Ugent:Ecopot2:0006;event;RauwseMeer_24oct13;Botryococcus sp.;HumanObservation;watersample;J. Van Wichelen;Botryococcus sp.;Chlorophyta;Calculated Individuals per liter;0,008403361
Ugent:Ecopot2:0007;event;RauwseMeer_17sep13;Actinocyclus sp.;HumanObservation;watersample;J. Van Wichelen;Actinocyclus sp.;Ochrophyta;Calculated Individuals per liter;0,036363636
Ugent:Ecopot2:0008;event;KanaalplasDeMaat_24oct13;Anabaena sp.;HumanObservation;watersample;J. Van Wichelen;Anabaena sp.;Cyanobacteria;Calculated Individuals per liter;0,036363636
Ugent:Ecopot2:0009;event;RauwseMeer_21aug13;Anabaena sp.;HumanObservation;watersample;J. Van Wichelen;Anabaena sp.;Cyanobacteria;Calculated Individuals per liter;0,036363636
Ugent:Ecopot2:0010;event;RauwseMeer_24oct13;Anabaena sp.;HumanObservation;watersample;J. Van Wichelen;Anabaena sp.;Cyanobacteria;Calculated Individuals per liter;0,036363636
Ugent:Ecopot2:0011;event;KanaalplasDeMaat_21aug13;Aulacoseira italica;HumanObservation;watersample;J. Van Wichelen;Aulacoseira italica;Ochrophyta;Calculated Individuals per liter;0,036363636
Ugent:Ecopot2:0012;event;RauwseMeer_17sep13;Bacillariophyta sp. (b);HumanObservation;watersample;J. Van Wichelen;Bacillariophyta sp. (b);Ochrophyta;Calculated Individuals per liter;0,036363636
Ugent:Ecopot2:0013;event;RauwseMeer_21aug13;Botryococcus sp.;HumanObservation;watersample;J. Van Wichelen;Botryococcus sp.;Chlorophyta;Calculated Individuals per liter;0,036363636
Ugent:Ecopot2:0014;event;KanaalplasDeMaat_24oct13;Ceratium hirudinella;HumanObservation;watersample;J. Van Wichelen;Ceratium hirudinella;Dinophyta;Calculated Individuals per liter;0,036363636
Ugent:Ecopot2:0015;event;RauwseMeer_24oct13;Closterium acutum variabile;HumanObservation;watersample;J. Van Wichelen;Closterium acutum variabile;Chlorophyta;Calculated Individuals per liter;0,036363636
Ugent:Ecopot2:0016;event;RauwseMeer_24oct13;Coelastrum microporum;HumanObservation;watersample;J. Van Wichelen;Coelastrum microporum;Chlorophyta;Calculated Individuals per liter;0,036363636
Ugent:Ecopot2:0017;event;KanaalplasDeMaat_17sep13;Cosmarium formosulum;HumanObservation;watersample;J. Van Wichelen;Cosmarium formosulum;Chlorophyta;Calculated Individuals per liter;0,036363636
Ugent:Ecopot2:0018;event;KanaalplasDeMaat_17sep13;Cosmarium phaseolum;HumanObservation;watersample;J. Van Wichelen;Cosmarium phaseolum;Chlorophyta;Calculated Individuals per liter;0,036363636
Ugent:Ecopot2:0019;event;KanaalplasDeMaat_17sep13;Cosmarium reniforme var. compressum;HumanObservation;watersample;J. Van Wichelen;Cosmarium reniforme var. compressum;Chlorophyta;Calculated Individuals per liter;0,036363636
Ugent:Ecopot2:0020;event;RauwseMeer_17sep13;Cosmarium reniforme var. reniforme;HumanObservation;watersample;J. Van Wichelen;Cosmarium reniforme var. reniforme;Chlorophyta;Calculated Individuals per liter;0,036363636
Ugent:Ecopot2:0021;event;KanaalplasDeMaat_21aug13;Cosmarium subgranatum var. borgei;HumanObservation;watersample;J. Van Wichelen;Cosmarium subgranatum var. borgei;Chlorophyta;Calculated Individuals per liter;0,036363636
Ugent:Ecopot2:0022;event;KanaalplasDeMaat_17sep13;Cosmarium subschreinschii;HumanObservation;watersample;J. Van Wichelen;Cosmarium subschreinschii;Chlorophyta;Calculated Individuals per liter;0,036363636
Ugent:Ecopot2:0023;event;RauwseMeer_24oct13;Cryptomonas marssonii;HumanObservation;watersample;J. Van Wichelen;Cryptomonas marssonii;Cryptophyta;Calculated Individuals per liter;0,036363636
Ugent:Ecopot2:0024;event;KanaalplasDeMaat_21aug13;Cyclotella meneghiniana;HumanObservation;watersample;J. Van Wichelen;Cyclotella meneghiniana;Ochrophyta;Calculated Individuals per liter;0,036363636
Ugent:Ecopot2:0025;event;RauwseMeer_24oct13;Desmodesmus quadricauda;HumanObservation;watersample;J. Van Wichelen;Desmodesmus quadricauda;Chlorophyta;Calculated Individuals per liter;0,036363636
Ugent:Ecopot2:0026;event;RauwseMeer_17sep13;Diatoma vulgaris;HumanObservation;watersample;J. Van Wichelen;Diatoma vulgaris;Ochrophyta;Calculated Individuals per liter;0,036363636
Ugent:Ecopot2:0027;event;RauwseMeer_24oct13;Diatoma vulgaris;HumanObservation;watersample;J. Van Wichelen;Diatoma vulgaris;Ochrophyta;Calculated Individuals per liter;0,036363636
Ugent:Ecopot2:0028;event;KanaalplasDeMaat_17sep13;Euglena sp.(c);HumanObservation;watersample;J. Van Wichelen;Euglena sp.(c);Euglenozoa;Calculated Individuals per liter;0,036363636
Ugent:Ecopot2:0029;event;RauwseMeer_24oct13;Fragilaria ulna angustissima;HumanObservation;watersample;J. Van Wichelen;Fragilaria ulna angustissima;Ochrophyta;Calculated Individuals per liter;0,036363636
Ugent:Ecopot2:0030;event;RauwseMeer_24oct13;Fragilaria ulna ulna;HumanObservation;watersample;J. Van Wichelen;Fragilaria ulna ulna;Ochrophyta;Calculated Individuals per liter;0,036363636
Ugent:Ecopot2:0031;event;KanaalplasDeMaat_21aug13;Melosira varians;HumanObservation;watersample;J. Van Wichelen;Melosira varians;Ochrophyta;Calculated Individuals per liter;0,036363636
Ugent:Ecopot2:0032;event;RauwseMeer_21aug13;Merismopedia punctata;HumanObservation;watersample;J. Van Wichelen;Merismopedia punctata;Cyanobacteria;Calculated Individuals per liter;0,036363636
Ugent:Ecopot2:0033;event;RauwseMeer_21aug13;Mougeotia sp.;HumanObservation;watersample;J. Van Wichelen;Mougeotia sp.;Chlorophyta;Calculated Individuals per liter;0,036363636
Ugent:Ecopot2:0034;event;KanaalplasDeMaat_17sep13;Navicula sp. (b);HumanObservation;watersample;J. Van Wichelen;Navicula sp. (b);Ochrophyta;Calculated Individuals per liter;0,036363636
Ugent:Ecopot2:0035;event;KanaalplasDeMaat_21aug13;Nephrocytium agardhianum;HumanObservation;watersample;J. Van Wichelen;Nephrocytium agardhianum;Chlorophyta;Calculated Individuals per liter;0,036363636
Ugent:Ecopot2:0036;event;KanaalplasDeMaat_21aug13;Pediastrum boryanum;HumanObservation;watersample;J. Van Wichelen;Pediastrum boryanum;Chlorophyta;Calculated Individuals per liter;0,036363636
Ugent:Ecopot2:0037;event;KanaalplasDeMaat_24oct13;Pediastrum duplex;HumanObservation;watersample;J. Van Wichelen;Pediastrum duplex;Chlorophyta;Calculated Individuals per liter;0,036363636
Ugent:Ecopot2:0038;event;RauwseMeer_17sep13;Pediastrum duplex;HumanObservation;watersample;J. Van Wichelen;Pediastrum duplex;Chlorophyta;Calculated Individuals per liter;0,036363636
Ugent:Ecopot2:0039;event;RauwseMeer_24oct13;Pediastrum duplex;HumanObservation;watersample;J. Van Wichelen;Pediastrum duplex;Chlorophyta;Calculated Individuals per liter;0,036363636
Ugent:Ecopot2:0040;event;KanaalplasDeMaat_17sep13;Pediastrum tetras;HumanObservation;watersample;J. Van Wichelen;Pediastrum tetras;Chlorophyta;Calculated Individuals per liter;0,036363636
Ugent:Ecopot2:0041;event;KanaalplasDeMaat_17sep13;Peridinium sp.;HumanObservation;watersample;J. Van Wichelen;Peridinium sp.;Dinophyta;Calculated Individuals per liter;0,036363636
Ugent:Ecopot2:0042;event;RauwseMeer_21aug13;Peridinium sp.;HumanObservation;watersample;J. Van Wichelen;Peridinium sp.;Dinophyta;Calculated Individuals per liter;0,036363636
Ugent:Ecopot2:0043;event;KanaalplasDeMaat_24oct13;Peridinium willei;HumanObservation;watersample;J. Van Wichelen;Peridinium willei;Dinophyta;Calculated Individuals per liter;0,036363636
Ugent:Ecopot2:0044;event;RauwseMeer_17sep13;Peridinium willei;HumanObservation;watersample;J. Van Wichelen;Peridinium willei;Dinophyta;Calculated Individuals per liter;0,036363636
Ugent:Ecopot2:0045;event;KanaalplasDeMaat_24oct13;Phacus pleuronectus;HumanObservation;watersample;J. Van Wichelen;Phacus pleuronectus;Euglenozoa;Calculated Individuals per liter;0,036363636
Ugent:Ecopot2:0046;event;RauwseMeer_17sep13;Phormidiochaete nordstedtii;HumanObservation;watersample;J. Van Wichelen;Phormidiochaete nordstedtii;Cyanobacteria;Calculated Individuals per liter;0,036363636
Ugent:Ecopot2:0047;event;RauwseMeer_24oct13;Phormidium sp.;HumanObservation;watersample;J. Van Wichelen;Phormidium sp.;Cyanobacteria;Calculated Individuals per liter;0,036363636
Ugent:Ecopot2:0048;event;RauwseMeer_17sep13;Pseudanabaena sp.;HumanObservation;watersample;J. Van Wichelen;Pseudanabaena sp.;Cyanobacteria;Calculated Individuals per liter;0,036363636
Ugent:Ecopot2:0049;event;RauwseMeer_24oct13;Pseudanabaena sp.;HumanObservation;watersample;J. Van Wichelen;Pseudanabaena sp.;Cyanobacteria;Calculated Individuals per liter;0,036363636
Ugent:Ecopot2:0050;event;RauwseMeer_21aug13;Scenedesmus linearis;HumanObservation;watersample;J. Van Wichelen;Scenedesmus linearis;Chlorophyta;Calculated Individuals per liter;0,036363636
Ugent:Ecopot2:0051;event;RauwseMeer_24oct13;Staurastrum planctonicum;HumanObservation;watersample;J. Van Wichelen;Staurastrum planctonicum;Chlorophyta;Calculated Individuals per liter;0,036363636
Ugent:Ecopot2:0052;event;KanaalplasDeMaat_24oct13;Stephanodiscus rotula;HumanObservation;watersample;J. Van Wichelen;Stephanodiscus rotula;Ochrophyta;Calculated Individuals per liter;0,036363636
Ugent:Ecopot2:0053;event;KanaalplasDeMaat_17sep13;Stigeoclonium helveticum;HumanObservation;watersample;J. Van Wichelen;Stigeoclonium helveticum;Chlorophyta;Calculated Individuals per liter;0,036363636
Ugent:Ecopot2:0054;event;RauwseMeer_17sep13;Surirella sp.;HumanObservation;watersample;J. Van Wichelen;Surirella sp.;Ochrophyta;Calculated Individuals per liter;0,036363636
Ugent:Ecopot2:0055;event;KanaalplasDeMaat_24oct13;Synura uvella kolonies;HumanObservation;watersample;J. Van Wichelen;Synura uvella kolonies;Ochrophyta;Calculated Individuals per liter;0,036363636
Ugent:Ecopot2:0056;event;KanaalplasDeMaat_24oct13;Tetraedron minimum;HumanObservation;watersample;J. Van Wichelen;Tetraedron minimum;Chlorophyta;Calculated Individuals per liter;0,036363636
Ugent:Ecopot2:0057;event;RauwseMeer_21aug13;unidentified euglenophyte;HumanObservation;watersample;J. Van Wichelen;unidentified euglenophyte;Euglenozoa;Calculated Individuals per liter;0,036363636
Ugent:Ecopot2:0058;event;KanaalplasDeMaat_21may13;Actinocyclus sp.;HumanObservation;watersample;J. Van Wichelen;Actinocyclus sp.;Ochrophyta;Calculated Individuals per liter;0,04
Ugent:Ecopot2:0059;event;RauwseMeer_19jun13;Amphora sp.;HumanObservation;watersample;J. Van Wichelen;Amphora sp.;Ochrophyta;Calculated Individuals per liter;0,04
Ugent:Ecopot2:0060;event;RauwseMeer_19jun13;Anabaena sp.;HumanObservation;watersample;J. Van Wichelen;Anabaena sp.;Cyanobacteria;Calculated Individuals per liter;0,04
Ugent:Ecopot2:0061;event;RauwseMeer_21may13;Bacillariophyta sp. (a);HumanObservation;watersample;J. Van Wichelen;Bacillariophyta sp. (a);Ochrophyta;Calculated Individuals per liter;0,04
Ugent:Ecopot2:0062;event;KanaalplasDeMaat_19jun13;Botryococcus sp.;HumanObservation;watersample;J. Van Wichelen;Botryococcus sp.;Chlorophyta;Calculated Individuals per liter;0,04
Ugent:Ecopot2:0063;event;RauwseMeer_21may13;Botryococcus sp.;HumanObservation;watersample;J. Van Wichelen;Botryococcus sp.;Chlorophyta;Calculated Individuals per liter;0,04
Ugent:Ecopot2:0064;event;KanaalplasDeMaat_21may13;Chlamydocapsa planctonica;HumanObservation;watersample;J. Van Wichelen;Chlamydocapsa planctonica;Chlorophyta;Calculated Individuals per liter;0,04
Ugent:Ecopot2:0065;event;KanaalplasDeMaat_19jun13;Closterium acutum variabile;HumanObservation;watersample;J. Van Wichelen;Closterium acutum variabile;Chlorophyta;Calculated Individuals per liter;0,04
Ugent:Ecopot2:0066;event;KanaalplasDeMaat_21may13;Closterium acutum variabile;HumanObservation;watersample;J. Van Wichelen;Closterium acutum variabile;Chlorophyta;Calculated Individuals per liter;0,04
Ugent:Ecopot2:0067;event;RauwseMeer_19jun13;Closterium acutum variabile;HumanObservation;watersample;J. Van Wichelen;Closterium acutum variabile;Chlorophyta;Calculated Individuals per liter;0,04
Ugent:Ecopot2:0068;event;KanaalplasDeMaat_21may13;Cosmarium subgranatum var. borgei;HumanObservation;watersample;J. Van Wichelen;Cosmarium subgranatum var. borgei;Chlorophyta;Calculated Individuals per liter;0,04
Ugent:Ecopot2:0069;event;RauwseMeer_21may13;Desmodesmus spinosus;HumanObservation;watersample;J. Van Wichelen;Desmodesmus spinosus;Chlorophyta;Calculated Individuals per liter;0,04
Ugent:Ecopot2:0070;event;RauwseMeer_19jun13;Diatoma vulgaris;HumanObservation;watersample;J. Van Wichelen;Diatoma vulgaris;Ochrophyta;Calculated Individuals per liter;0,04
Ugent:Ecopot2:0071;event;KanaalplasDeMaat_21may13;Dinobryon divergens;HumanObservation;watersample;J. Van Wichelen;Dinobryon divergens;Ochrophyta;Calculated Individuals per liter;0,04
Ugent:Ecopot2:0072;event;RauwseMeer_19jun13;Gymnodinium helveticum;HumanObservation;watersample;J. Van Wichelen;Gymnodinium helveticum;Dinophyta;Calculated Individuals per liter;0,04
Ugent:Ecopot2:0073;event;RauwseMeer_17apr13;Mallomonas sp.;HumanObservation;watersample;J. Van Wichelen;Mallomonas sp.;Ochrophyta;Calculated Individuals per liter;0,04
Ugent:Ecopot2:0074;event;RauwseMeer_21may13;Monoraphidium griffithii;HumanObservation;watersample;J. Van Wichelen;Monoraphidium griffithii;Chlorophyta;Calculated Individuals per liter;0,04
Ugent:Ecopot2:0075;event;KanaalplasDeMaat_21may13;Navicula sp. (a);HumanObservation;watersample;J. Van Wichelen;Navicula sp. (a);Ochrophyta;Calculated Individuals per liter;0,04
Ugent:Ecopot2:0076;event;RauwseMeer_19jun13;Nitzschia palea;HumanObservation;watersample;J. Van Wichelen;Nitzschia palea;Ochrophyta;Calculated Individuals per liter;0,04
Ugent:Ecopot2:0077;event;RauwseMeer_17apr13;Nitzschia vermicularis;HumanObservation;watersample;J. Van Wichelen;Nitzschia vermicularis;Ochrophyta;Calculated Individuals per liter;0,04
Ugent:Ecopot2:0078;event;GaversHarelbeke_27apr11;Oocystis borgei;HumanObservation;watersample;J. Van Wichelen;Oocystis borgei;Chlorophyta;Calculated Individuals per liter;0,04
Ugent:Ecopot2:0079;event;KanaalplasDeMaat_19jun13;Pediastrum boryanum;HumanObservation;watersample;J. Van Wichelen;Pediastrum boryanum;Chlorophyta;Calculated Individuals per liter;0,04
Ugent:Ecopot2:0080;event;RauwseMeer_19jun13;Pediastrum duplex;HumanObservation;watersample;J. Van Wichelen;Pediastrum duplex;Chlorophyta;Calculated Individuals per liter;0,04
Ugent:Ecopot2:0081;event;RauwseMeer_21may13;Pediastrum duplex;HumanObservation;watersample;J. Van Wichelen;Pediastrum duplex;Chlorophyta;Calculated Individuals per liter;0,04
Ugent:Ecopot2:0082;event;RauwseMeer_21may13;Peridinium umbonatum;HumanObservation;watersample;J. Van Wichelen;Peridinium umbonatum;Dinophyta;Calculated Individuals per liter;0,04
Ugent:Ecopot2:0083;event;RauwseMeer_21may13;Phacus curvicauda;HumanObservation;watersample;J. Van Wichelen;Phacus curvicauda;Euglenozoa;Calculated Individuals per liter;0,04
Ugent:Ecopot2:0084;event;KanaalplasDeMaat_21may13;Quadrigula lacustris;HumanObservation;watersample;J. Van Wichelen;Quadrigula lacustris;Chlorophyta;Calculated Individuals per liter;0,04
Ugent:Ecopot2:0085;event;RauwseMeer_21may13;Scenedesmus linearis;HumanObservation;watersample;J. Van Wichelen;Scenedesmus linearis;Chlorophyta;Calculated Individuals per liter;0,04
Ugent:Ecopot2:0086;event;RauwseMeer_19jun13;Staurastrum planctonicum;HumanObservation;watersample;J. Van Wichelen;Staurastrum planctonicum;Chlorophyta;Calculated Individuals per liter;0,04
Ugent:Ecopot2:0087;event;RauwseMeer_19jun13;Surirella sp.;HumanObservation;watersample;J. Van Wichelen;Surirella sp.;Ochrophyta;Calculated Individuals per liter;0,04
Ugent:Ecopot2:0088;event;RauwseMeer_21may13;Trachelomonas nigra;HumanObservation;watersample;J. Van Wichelen;Trachelomonas nigra;Euglenozoa;Calculated Individuals per liter;0,04
Ugent:Ecopot2:0089;event;RauwseMeer_17jul13;Anabaena sp.;HumanObservation;watersample;J. Van Wichelen;Anabaena sp.;Cyanobacteria;Calculated Individuals per liter;0,042808219
Ugent:Ecopot2:0090;event;RauwseMeer_17jul13;Bacillariophyta sp. (b);HumanObservation;watersample;J. Van Wichelen;Bacillariophyta sp. (b);Ochrophyta;Calculated Individuals per liter;0,042808219
Ugent:Ecopot2:0091;event;RauwseMeer_17jul13;Chroococcus minutus;HumanObservation;watersample;J. Van Wichelen;Chroococcus minutus;Cyanobacteria;Calculated Individuals per liter;0,042808219
Ugent:Ecopot2:0092;event;RauwseMeer_17jul13;Desmodesmus intermedius;HumanObservation;watersample;J. Van Wichelen;Desmodesmus intermedius;Chlorophyta;Calculated Individuals per liter;0,042808219
Ugent:Ecopot2:0093;event;RauwseMeer_17jul13;Eunotia sp.;HumanObservation;watersample;J. Van Wichelen;Eunotia sp.;Ochrophyta;Calculated Individuals per liter;0,042808219
Ugent:Ecopot2:0094;event;RauwseMeer_17jul13;Fragilaria ulna acus;HumanObservation;watersample;J. Van Wichelen;Fragilaria ulna acus;Ochrophyta;Calculated Individuals per liter;0,042808219
Ugent:Ecopot2:0095;event;RauwseMeer_17jul13;Oocystis borgei;HumanObservation;watersample;J. Van Wichelen;Oocystis borgei;Chlorophyta;Calculated Individuals per liter;0,042808219
Ugent:Ecopot2:0096;event;RauwseMeer_17jul13;Pseudanabaena sp.;HumanObservation;watersample;J. Van Wichelen;Pseudanabaena sp.;Cyanobacteria;Calculated Individuals per liter;0,042808219
Ugent:Ecopot2:0097;event;KanaalplasDeMaat_24oct13;Microcystis sp.;HumanObservation;watersample;J. Van Wichelen;Microcystis sp.;Cyanobacteria;Calculated Individuals per liter;0,054
Ugent:Ecopot2:0098;event;GroteVijverMechelen_9apr08;Ceratium hirudinella;HumanObservation;watersample;J. Van Wichelen;Ceratium hirudinella;Dinophyta;Calculated Individuals per liter;0,065798579
Ugent:Ecopot2:0099;event;GroteVijverMechelen_9apr08;Staurastrum pingue;HumanObservation;watersample;J. Van Wichelen;Staurastrum pingue;Chlorophyta;Calculated Individuals per liter;0,065798579
Ugent:Ecopot2:0100;event;KanaalplasDeMaat_16apr13;Pandorina morum;HumanObservation;watersample;J. Van Wichelen;Pandorina morum;Chlorophyta;Calculated Individuals per liter;0,066666667
